Sl.No,Lane,VehicleType,Entry,Exit
2812,1,1,15967.48,15973.24
2813,1,1,15977.08,15983.04
2814,1,1,15990.52,15996.72
2815,1,1,15992.8,15998.2
2816,1,1,15995.16,16000.36
2817,2,4,16019.52,16027
2818,2,3,16025.08,16029.88
2819,2,3,16026.32,16030.84
2820,1,3,16035.64,16040.96
2821,1,3,16037.56,16045.04
2822,1,2,16048.12,16053.96
2823,1,1,16056.76,16062.04
2824,2,1,16061.36,16068.28
2825,2,3,16066.32,16072.36
2826,1,1,16071.6,16075.92
2827,1,3,16084.6,16092.04
2828,2,2,16094.4,16100.92
2829,1,3,16102.4,16111.08
2830,1,2,16113.4,16120.44
2831,1,1,16119.16,16124.28
2832,1,1,16121.4,16127.12
2833,1,1,16124.92,16131.04
2834,1,1,16125.88,16134.28
2835,2,1,16120.96,16125.88
2836,2,1,16121.68,16126.84
2837,2,6,16128.92,16138.36
2838,2,3,16131.44,16140.28
2839,2,3,16134.04,16141.24
2840,2,3,16135.36,16142.2
2841,2,3,16136.76,16144.12
2842,2,1,16142.16,16148.92
2843,2,1,16144.28,16151.44
2844,2,3,16146.64,16155.64
2845,2,3,16163,16171
2846,1,2,16166.2,16173.44
2847,1,1,16171,16177.6
2848,1,2,16176.68,16184.72
2849,2,2,16180.88,16184.68
2850,1,3,16195,16202.48
2851,1,3,16196.92,16202.68
2852,1,3,16198.84,16204.92
2853,2,3,16200.84,16207.48
2854,1,3,16198.84,16204.92
2855,1,2,16206.52,16214.04
2856,1,1,16211.36,16216.32
2857,2,3,16215.6,16220.92
2858,1,1,16214.2,16219.8
2859,2,3,16223.88,16231.48
2860,1,3,16223.8,16230.88
2861,2,3,16235.44,16242.04
2862,2,2,16242.8,16246.84
2863,2,1,16243.64,16251.64
2864,1,1,16249.72,16256.04
2865,2,3,16255.04,16259.32
